,lng,lat
0,-73.98659181365889,40.60753207315604
1,-73.96862765692859,40.7480871896291
2,-74.0003631604654,40.750036026114756
3,-73.97290101781864,40.72386196549101
4,-73.94639259466328,40.69933443616386
5,-73.92412001948213,40.703148631662614
6,-73.83541216458211,40.70989104598132
7,-73.82189029787115,40.749009160447415
8,-73.85043591195084,40.74628271582561
9,-73.75035291482422,40.594116304422464
10,-74.19801006044196,40.5320604857313
11,-74.01152114448477,40.630582530228764
12,-73.92149830053333,40.87145657354482
13,-73.97478960620937,40.7174350715035
14,-73.98647089425904,40.660201255822955
15,-73.89967168190799,40.66257799498549
16,-73.95910814569388,40.73561179541555
17,-73.97152639520957,40.6660594118767
18,-73.7941909938004,40.8624767457428
19,-73.95984131674064,40.710527932663624
20,-73.95895649291961,40.57526977895059
21,-73.9803807041983,40.711203244737106
22,-73.76275009986881,40.59254717374473
23,-73.87824711127223,40.89593290170336
24,-73.91959306528246,40.780270317271665
25,-74.06301212593604,40.59243802980647
26,-74.01715711986482,40.62755186432433
27,-73.8237465260574,40.78279288380388
28,-73.86301305962124,40.6756201057255
29,-73.8875575916527,40.67064430231672
30,-73.97533594931137,40.69064605174565
31,-73.92349973602167,40.833089271617006
32,-73.92548853149675,40.666721231198075
33,-74.00463996804507,40.65596669099067
34,-73.84708768493677,40.74762631636178
35,-73.78251681225879,40.67789881975598
36,-73.78533068480898,40.70388754443373
37,-74.09837441506136,40.57485204625707
38,-74.0309828990796,40.63981947775261
39,-74.00193075025685,40.75215623616355
40,-73.91747550497843,40.640750612406656
41,-73.85288308299175,40.83895912327039
42,-74.16265120163189,40.53706901327814
43,-73.93161769542503,40.87045180652843
44,-73.77154862306001,40.77098172368239
45,-73.90406782602015,40.90283441615568
46,-73.77180194148158,40.73529572895759
47,-73.95497355338944,40.72177137196247
48,-73.93599229195567,40.82899114017403
49,-73.93803593999998,40.63781760809363
50,-74.11070229141347,40.56168689770271
51,-73.94567451098447,40.59200095278448
52,-73.94180667072594,40.821451442992434
53,-73.7839064048872,40.76053889250834
54,-73.93899043242507,40.81370224138313
55,-73.89261259883682,40.9009251540253
56,-74.03496512264346,40.64019994141609
57,-73.87217561885215,40.817607924568215
58,-73.95864159324488,40.7594905662151
59,-73.77493947577639,40.67444019411596
60,-73.94294054576132,40.576762350719676
61,-73.95740049230612,40.79302091624471
62,-73.81699036586781,40.775223389180425
63,-73.75588163676494,40.686115194728565
64,-73.87347356972406,40.71018877411146
65,-73.85495079349782,40.756466869675336
66,-73.85541472484225,40.74364991549613
67,-73.8539163386334,40.90227219157187
68,-73.96342908242245,40.660662698291695
69,-73.79034284743894,40.86971121697975
70,-73.88123879630922,40.89001422371831
71,-73.9577008144543,40.597019272962356
72,-73.95592224556765,40.81533402236661
73,-73.89471522834255,40.8443337338669
74,-73.88287559764319,40.719661321328715
75,-73.74202930676597,40.66279275709811
76,-73.99409378515034,40.711273537084736
77,-73.99492272431905,40.680954367256135
78,-73.81339927669553,40.82337666521684
79,-73.98134396621283,40.68686719475676
80,-73.90755652017631,40.83190697157351
81,-74.09293105052043,40.6258156869087
82,-73.88656429166319,40.6557552253083
83,-73.96541673845005,40.65159403294468
84,-73.96642667225402,40.65189496271986
85,-74.08417350961426,40.574144166349086
86,-73.88164445481642,40.84377971338112
87,-74.03082385409537,40.63938498874216
88,-73.8621255159567,40.834144704171955
89,-73.91030994309541,40.810344772950664
90,-73.83875370361937,40.744821073391776
91,-73.99004689480086,40.694145048005225
92,-73.93755297157146,40.60686686955961
93,-73.92176540804532,40.74726043475831
94,-73.99765615667471,40.73031601946951
95,-73.97548830367985,40.77616189874956
96,-73.91592932001524,40.792732583740595
97,-73.94160240562599,40.79701195383356
98,-73.85509169909254,40.760257849947095
99,-74.08219502316028,40.574736377490574
100,-73.97944009542248,40.791563817459426
101,-74.0171161758236,40.60619700135132
102,-73.99327813311575,40.768385164897815
103,-73.976948164817,40.66139182547216
104,-73.89458858001399,40.837264037108845
105,-73.74720960593241,40.74187866097597
106,-73.97379949860614,40.76911733151658
107,-73.90618328412984,40.655666353387566
108,-73.85610200061454,40.70165017959882
109,-73.87364841752691,40.8270554067748
110,-73.82139912223231,40.71216436215226
111,-73.91204602972445,40.710535295152155
112,-73.77116817986219,40.75706196853995
113,-73.99604941360941,40.571620731387625
114,-73.79396963623299,40.76585116609915
115,-73.8215463787203,40.7463531106793
116,-73.99084611065203,40.728739273506626
117,-73.94917457108089,40.70243757356385
118,-73.81730890854168,40.77427514457948
119,-73.92522846327041,40.77695798776511
120,-73.7781429804323,40.693089869594765
121,-73.99152089046329,40.70972577727045
122,-73.94004501307276,40.82756364710671
123,-74.03741659351324,40.62608702961401
124,-73.9461571402069,40.685746313775304
125,-73.92807860273928,40.77060731341977
126,-73.80879008824664,40.79218815839475
127,-73.93140483920845,40.64793480360242
128,-73.84241709478401,40.75103432046998
129,-73.8983006952694,40.886777526462254
130,-73.81318972976997,40.58381271347718
131,-73.90552996600913,40.887815343228084
132,-73.76960614625064,40.68602838592829
133,-73.84247056811886,40.700906947047535
134,-73.90241776582482,40.77782906036353
135,-73.87755766652322,40.72095767645868
136,-73.85978446921648,40.720436561615145
137,-73.97790068391477,40.710892417190195
138,-73.88460072079081,40.69062036783966
139,-73.9053338343462,40.81352720103616
140,-73.86095259541281,40.73342825209711
141,-73.92571624708499,40.82308733727061
142,-73.96397169908562,40.777631842432946
143,-73.97619653840809,40.736109272277226
144,-73.95824577649833,40.692062017232324
145,-73.85881293857953,40.88776934391895
146,-73.93463272246585,40.77182740833203
147,-73.91943426036589,40.63689409146381
148,-73.76732679022858,40.59906642128006
149,-73.86585178844273,40.843566312973856
150,-74.08983708200229,40.58289470214008
151,-73.98635207379607,40.78382800859193
152,-73.883781648395,40.677725458537644
153,-73.93995607212061,40.6746789689748
154,-73.92727302900934,40.665898097448
155,-73.78231990042197,40.67728075189273
156,-73.74608302326126,40.59513869376141
157,-73.71511304706546,40.7497143537693
158,-73.96500135061895,40.78043708895184
159,-74.11054252145131,40.617712353874644
160,-74.01839056613562,40.70506569322364
161,-73.96180450138817,40.78875922730629
162,-73.82570717189672,40.84712420206664
163,-73.86201958063027,40.748605370294314
164,-73.9714781133276,40.574001248842855
165,-73.85330490359611,40.68580648020978
166,-73.97449563283378,40.71897745246964
167,-73.93566494864172,40.792466939279294
168,-73.91484509600676,40.794847254317666
169,-73.82445540922943,40.846618680174934
170,-73.95750980216903,40.60380865286166
171,-73.96242699019052,40.75499171211726
172,-73.81090303186626,40.7459031701811
173,-73.89293578789773,40.6290065308492
174,-73.91373062337226,40.66214588516702
175,-73.94282703420701,40.678260548284065
176,-73.8527634409574,40.73598175391941
177,-74.16276532524505,40.61976673327574
178,-73.94921759388254,40.74756422946874
179,-74.19724704998616,40.5613017398295
180,-73.9303285585562,40.827188668778426
181,-73.91365078039611,40.83618063687335
182,-73.8426050906633,40.84061235789907
183,-73.86404138631929,40.890777343654484
184,-73.94683636751311,40.63753102802805
185,-73.8889576283587,40.81526264548716
186,-74.01596779848006,40.70260399561268
187,-73.94760287109482,40.70614733472294
188,-73.99675316511679,40.57836301107772
189,-73.97572557550173,40.57349615260316
190,-73.85017982454814,40.66501359088188
191,-74.03844842816625,40.63407325595739
192,-73.93268037495604,40.80562802505406
193,-73.87780644602857,40.842724546371436
194,-74.01303252862796,40.6323429778734
195,-73.91236649736705,40.611619890288836
196,-73.76521862550268,40.77251172318
197,-73.84542565370121,40.838936747049694
198,-73.89024000457235,40.667366746129055
199,-73.92417335939491,40.83331969199249
200,-73.92549746169449,40.66709164536252
201,-73.84527476821374,40.74743577382117
202,-73.9271327698568,40.61817913321108
203,-74.03015708041453,40.64052403518205
204,-73.978424764258,40.74196947859772
205,-73.9444885031784,40.774097113819096
206,-73.9418616029679,40.8025113230147
207,-73.87122286524018,40.859045340318566
208,-73.95552037260236,40.791608776151946
209,-73.93392522714005,40.60669822400518
210,-73.936438552294,40.82900639375079
211,-73.94990590594197,40.79682564629575
212,-73.92289938217765,40.64394105390567
213,-73.89667287303713,40.81947608195389
214,-73.89696154358069,40.69750798970862
215,-74.08128463392868,40.59574086963549
216,-74.00410576051061,40.74661845690148
217,-74.00275612463598,40.728070303089964
