,lng,lat
0,-73.97916006203803,40.690211315550435
1,-73.98023619575434,40.692645379923924
2,-73.98341931777993,40.70274752270207
3,-73.98203974095446,40.703069729308
4,-73.98570203271946,40.701960512078436
5,-73.98379556308585,40.702816777627184
6,-73.98233723344259,40.70305724040613
7,-73.98170391227127,40.70310347992146
8,-73.9791768482064,40.68941341239225
9,-73.98537876878355,40.70107957166451
10,-73.99201031433233,40.701297185977424
11,-73.98775496550863,40.698776862761285
12,-73.98807388349083,40.69974995045673
13,-73.98660867328479,40.697952413312606
14,-73.98806301921051,40.689440712901934
15,-73.99382683528054,40.689558832268744
16,-73.99399340013385,40.68960355039187
17,-73.98785190142623,40.69006292028561
18,-73.98373083924926,40.69108853420085
19,-73.98784733069908,40.69753760656248
20,-73.98099674523607,40.698697295586186
21,-73.99333976430192,40.689001458405
22,-73.98675690704273,40.689003290074346
23,-74.02465279844505,40.64677304756118
24,-73.98313375462396,40.692577856292225
25,-73.98349424591548,40.69530881695991
26,-73.98742902678889,40.69689228924361
27,-73.98532419021872,40.69700962802219
28,-73.99060170603848,40.701229670632856
29,-73.9908371470902,40.70219874575584
30,-73.98950735265113,40.704228013184064
31,-73.9902269213952,40.688746363263576
32,-73.99052925499014,40.69093746057731
33,-73.99693404613164,40.69241911558551
34,-73.99151605294578,40.69983076187532
35,-73.989347749972,40.68923527528913
36,-73.9842849940357,40.70008609354918
37,-73.98219568562746,40.69806529719937
38,-73.98201352248955,40.69659683640735
39,-73.98198411536075,40.696340518985465
40,-73.98944799260478,40.69273703867931
41,-73.99351371610146,40.69566254578277
42,-73.98932920033049,40.69931381297528
43,-73.99208278161456,40.70034125008832
44,-73.9879803392424,40.690938952656865
45,-73.99421440300989,40.70232378875901
46,-73.99448202906692,40.70268187975137
47,-73.98895890587355,40.7123654825084
48,-73.99532290805497,40.70259436331688
49,-73.98012491004273,40.69998550687702
50,-73.98782927182863,40.699057648040295
51,-73.98671041237958,40.697525866098225
52,-73.98262274073109,40.69537305499713
53,-73.98372370581545,40.69087405958012
54,-73.98953873724486,40.69983220389552
55,-73.98923806599655,40.69985032181208
56,-73.98855843811668,40.6998837385632
57,-73.99304381493263,40.712122693105684
58,-73.98052481147292,40.69322445171939
59,-73.97984142234148,40.696339551668935
60,-73.97885932744315,40.69631106228775
61,-73.99596081687531,40.71196384902994
62,-73.98898058352994,40.710558614227885
63,-73.99129512320829,40.71074097011336
64,-73.9888407443965,40.71156617189108
65,-73.99131638297322,40.711481328097335
66,-73.99624461433584,40.715158430904935
67,-73.99691294039336,40.7101605490625
68,-73.99519207722852,40.71461400293554
69,-73.99425948226524,40.7148909036959
70,-73.99340166007336,40.71448310664228
71,-73.99179303325435,40.71368604436685
72,-73.9883606935901,40.71160749055589
73,-74.01047282194884,40.71556046421485
74,-73.99126060893964,40.71356666665203
75,-73.99248926504903,40.70991062249941
76,-73.74115434063755,40.63564845058653
77,-73.99459847216474,40.70978881623852
78,-73.99578651930739,40.70937326413696
79,-73.99328800345353,40.71330270526258
80,-74.00495450000591,40.705646589247486
81,-74.00462320489758,40.70612008949049
82,-74.01001581006115,40.71489919740235
83,-73.99980810353513,40.71197298279584
84,-74.0039418063107,40.711374639660555
85,-73.99812077852192,40.70926612858027
86,-74.00521614908527,40.707830650720005
87,-73.9991818293762,40.7095750725977
88,-74.00682171938786,40.7128159942068
89,-73.9975144701372,40.709226750465064
90,-73.78225081707522,40.59649380887784
91,-74.00006518089748,40.712690649348616
92,-74.00477536446188,40.7138200863028
93,-73.99894634159389,40.71283129739054
94,-73.99980357590074,40.70983761851711
95,-74.000142118567,40.709830332062126
96,-73.99855811265013,40.71237212844685
97,-74.00416992163962,40.71493792714808
98,-74.00369237020905,40.70985604493726
99,-74.0038721257121,40.710167508892866
100,-74.00269115909347,40.709826445638825
101,-74.01264937282754,40.71468318704351
102,-74.00712382772195,40.70779208878349
103,-73.9363938002708,40.69891302828936
104,-73.99878341418457,40.71002198993423
105,-74.00253693514419,40.712852493031015
106,-74.00137708014044,40.713278198118005
107,-73.99527326149398,40.71316869323484
108,-73.99559006862955,40.71313257793446
109,-73.99592889481106,40.7125733165287
110,-74.00457778904978,40.711300919477324
111,-73.98353830479499,40.69649427496791
112,-73.98149516039159,40.69763273981398
113,-73.97955145100983,40.69012774083969
114,-73.98200759659134,40.69266733523443
115,-73.97963699480505,40.70111907093148
116,-74.00266837748958,40.708217742578434
117,-74.00109586156312,40.712234934048574
118,-73.98222992012582,40.699445303441784
119,-73.98444545495494,40.69719741315711
120,-73.98960858244452,40.688497684274815
121,-73.99092771425761,40.68981423497741
122,-73.98165001463936,40.69552653656605
123,-73.98159174237277,40.705104833786066
124,-73.98194966069823,40.704067667590664
125,-73.98418094760251,40.702518249089
126,-73.98306687612792,40.702638855891976
127,-73.99158436986009,40.69568522298508
128,-73.99091709156463,40.711334923779916
129,-73.98235583823025,40.69235477216267
130,-73.98441978551602,40.70214071604821
131,-73.98939492288333,40.71200352262316
132,-73.99326182941392,40.712766008074965
133,-73.99386220379219,40.71212778630858
134,-74.00174721116406,40.706758998109876
135,-74.0036607513195,40.70613419057427
136,-73.99337434222608,40.70266833706164
137,-73.99506405094219,40.70219368776809
138,-73.99456322754243,40.7033436667643
139,-73.92229844762413,40.56062576554055
140,-73.9971365716411,40.699115811047996
141,-73.99409471312198,40.70254168964127
142,-73.99286979685606,40.70193118671417
143,-73.9954549240375,40.70130221489829
144,-73.98085877248835,40.69622800889598
