Name,BoroCode,open_year_round,Latitude,Longitude,place_id
Newport Playground,3,Yes,40.700706,-73.99499499999997,ChIJBTi92TlawokRh6j-HQvZTRg
Noble Playground,2,No,40.837254,-73.87223,ChIJlYZwuuz0wokRQTsIoURAxsE
Noonan Playground,4,Yes,40.7411,-73.92257,ChIJn7huI9pewokR2ocRiZBwz3I
Ocean Hill Playground,3,Yes,40.674416,-73.91219,ChIJ1y0nYV1cwokRw7RKVHndcho
Old Town Playground,5,Yes,40.595417,-74.0816,ChIJ6SOGXeFOwokRbXhOdYmwOaM
Oracle Playground,3,Yes,40.693928,-73.97153,ChIJI7jB_rdbwokR3kqQ-U1p14A
Wright Brothers Playground,1,Yes,40.831688,-73.94176800000002,ChIJzYYnew9l3UcRkN1jgT7xCgQ
Owen Dolen Recreation Center,2,Yes,40.840706,-73.84252,ChIJEzpEZrP0wokRFlUTHwKUrV8
P.O. Serrano Playground,2,Yes,40.823414,-73.850914,ChIJhaLRT9D0wokR2LUzeXAWSuk
Paerdegat Park,3,Yes,40.63822,-73.938,ChIJ1VynuldbwokRlvbBjS2wM7Q
Park Slope Playground,3,Yes,40.69041,-73.97058,ChIJ7Ro_3blbwokRX6lB9YrtwKA
Parkside Playground,2,Yes,40.88834,-73.84083000000003,ChIJHSOvpNSMwokR2FVMqiuYHlQ
Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),2,Yes,40.84967,-73.833084,ChIJneRyRVaLwokRet03ScFfGyg
Pelham Bay Park (Bruckner CS),2,Yes,40.84967,-73.833084,ChIJneRyRVaLwokRet03ScFfGyg
Pelham Bay Park (Hunter Island Picnic Area),2,Yes,40.84967,-73.833084,ChIJneRyRVaLwokRet03ScFfGyg
Pelham Bay Park (Playground for All Children),2,Yes,40.84967,-73.833084,ChIJneRyRVaLwokRet03ScFfGyg
Playground 70,1,Yes,40.768486,-73.9772,ChIJyVaLsvZYwokRIDVJ-GYzaCg
Poor Richard's Playground,1,Yes,40.79268,-73.94287,ChIJyRyD6QP2wokR-i-lN9sczfA
Potomac Playground,3,Yes,40.68209,-73.94425,ChIJK0__Do9bwokRGr9FCPECNJI
Prescott Playground,5,Yes,40.5227,-74.186195,ChIJ17cftpNKwokRK-9UhgFp63c
Prospect Park (East Parade Grounds),3,Yes,40.650845,-73.96861,ChIJy7rj9TxbwokRMXUF-M8IKm8
Prospect Park (Litchfield Villa),3,Yes,40.666973,-73.97378,ChIJ7WeoBgVbwokRz3H_YxwUsgw
Prospect Park (West Parade Grounds),3,Yes,40.650845,-73.96861,ChIJy7rj9TxbwokRMXUF-M8IKm8
Prospect Park (Willink Hill),3,Yes,40.661667,-73.96389,ChIJofiGRxJbwokRKBnXiDcuBiU
Prospect Park (Willink Hill),3,No,40.661667,-73.96389,ChIJofiGRxJbwokRKBnXiDcuBiU
Quarry Ballfields,2,No,40.851025,-73.89097,ChIJ3ShDMX30wokR92v0ag6TVq0
Queens Farm Museum,4,Yes,40.747917,-73.72282,ChIJ97dFr3JiwokRbeAyMsBwcnA
Queensbridge Park,4,Yes,40.756725,-73.94884,ChIJOzs_bdpYwokRptRUx_jDQMs
Rainey Park,2,No,40.81912,-73.8974,ChIJ73A_U6z1wokRm2a7OPx29mk
Rainey Park,4,Yes,40.76607,-73.94076,ChIJLSDuystYwokRJXBFXaPXZkc
Randall Playground,2,No,40.819286,-73.84953,ChIJnZhwxtb0wokRXm-DzI4eD4Q
Red Hook Park,3,No,40.672276,-74.00402,ChIJlWggH_NawokRkXIEHLE0Jyo
Red Hook Park,3,Yes,40.672276,-74.00402,ChIJlWggH_NawokRkXIEHLE0Jyo
Red Hook Park (Coffey Park Playground),3,Yes,40.67728,-74.009445,ChIJv4cTh4tawokRQFmjdeb5YyI
Red Hook Park (Recreation Center),3,Yes,40.672276,-74.00402,ChIJlWggH_NawokRkXIEHLE0Jyo
Reiff Playground,4,Yes,40.71866,-73.90163000000003,ChIJOTmx9pFewokRx8Pn2d3TiZ4
Rev. Polite Playground,2,Yes,40.82721,-73.89685,ChIJWYenZFH0wokRJk4bl4znFl4
Rienzi Playground,2,Yes,40.887676,-73.85863,ChIJeZ8RiSTzwokRxcMg921M-VQ
Riverbend Playground,2,Yes,40.871883,-73.90594499999997,ChIJHaU2A47zwokRxDg1NdIX_bQ
Riverside Park (Boat Basin),1,No,40.7857406,-73.9844978,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Café),1,No,40.801947,-73.97304399999999,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Classic Playground),1,Yes,40.784042,-73.98598,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Dinosaur Playground),1,Yes,40.797175,-73.975091,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Hippo Playground),1,Yes,40.793441,-73.978858,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Neufeld Playground),1,Yes,40.783955,-73.986104,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (River Run Playground),1,Yes,40.787103,-73.98218299999998,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Riverbank Playground),1,Yes,40.8241473,-73.95267120000003,ChIJu330f9-m3IAR6ApeEwXXofc
Riverside Park (Tennis Courts),1,Yes,40.81206,-73.96528,ChIJk-gMVD_2wokRyzf3J8AjnYU
Robert Moses Playground,1,Yes,40.748047,-73.96923000000002,ChIJObfdnxxZwokRExJ3Sgs2B0g
Rockaway Beach,4,No,40.586723,-73.8115,ChIJoxE3NnZowokRlTnWRcMzxOU
Rockaway Beach,4,No,40.586723,-73.8115,ChIJoxE3NnZowokRlTnWRcMzxOU
Rockaway Beach 106 Comfort Station,4,,40.586723,-73.8115,ChIJoxE3NnZowokRlTnWRcMzxOU
Rockaway Beach 86 Comfort Station,4,,40.586723,-73.8115,ChIJoxE3NnZowokRlTnWRcMzxOU
Rockaway Beach 97 Comfort Station,4,,40.586723,-73.8115,ChIJoxE3NnZowokRlTnWRcMzxOU
Rodney Playground South,3,Yes,40.709785,-73.95591,ChIJ-VCfr-FbwokRSuWf5yA6fGg
Roy Wilkins Recreation Center,4,Yes,40.688076,-73.77017,ChIJCUlB4EphwokRSmxfemFzqmg
Rufus King Park,4,Yes,40.703915,-73.80404,ChIJ0WeVdNtgwokR37KJk1s7Szw
Seth Low Playground,3,Yes,40.60811,-73.986305,ChIJpylQ5xxFwokRvefLlEI0444
Seton Park,2,Yes,40.88594000000001,-73.91651,ChIJ5zUuqcHzwokRF5DJbc4ourU
Shore Road Park,3,Yes,40.628002,-74.03997,ChIJ-co5iPRPwokR38_7atc6LmU
Shore Road Park,3,Yes,40.628002,-74.03997,ChIJ-co5iPRPwokR38_7atc6LmU
Shore Road Park,3,Yes,40.628002,-74.03997,ChIJ-co5iPRPwokR38_7atc6LmU
Shore Road Park,3,No,40.628002,-74.03997,ChIJ-co5iPRPwokR38_7atc6LmU
Silver Lake Park,5,Yes,40.627666,-74.093254,ChIJKxhR-EJOwokR2BG8WGpYJZE
Slattery Playground,2,Yes,40.857315,-73.89832,ChIJhzGamnn0wokRwvO307JC8k8
Slope Park,3,Yes,40.664764,-73.982185,ChIJiyYWQh1bwokR0UAUI-D9hQY
Sol Bloom Playground,1,Yes,40.789574,-73.96876999999998,ChIJE7dN-pxYwokRlMjrqn1gsA4
Sol Lain Playground,1,No,40.7142,-73.98389399999998,ChIJH61mxipawokRP0XLHwtDZGo
Soundview Park Playground,2,No,40.82221,-73.85973,ChIJTbgkCdz0wokRke1wGEDo6_U
South Beach,5,Yes,40.5829,-74.07386,ChIJSVX5zthOwokRYYERkRLbDr8
South Beach Wetlands,5,Yes,40.58692,-74.072975,ChIJDS-XCSFPwokRSWNMtP98rMo
Space Time Playground,2,No,40.82221,-73.85973,ChIJTbgkCdz0wokRke1wGEDo6_U
Sperandeo Brothers Playground,3,Yes,40.677143,-73.88436,ChIJSSmjDLRdwokRPchh8CoFdyc
Springfield Park,4,Yes,40.66107,-73.76176,ChIJzW9kppdmwokRF46wqamCPKw
St Nicholas Park South,1,Yes,40.817917,-73.94954,ChIJ0zHAy2_2wokROHSUG_3UnEw
St. Albans Park (174 Street Playground),4,Yes,40.692911,-73.779042,ChIJCcmT56A4dkgRWUCmRoCE7HE
St. Andrew's Playground,3,Yes,40.67856,-73.94223000000002,ChIJV5Qp3IVbwokR6rMX0ta2m_s
St. Catherine's Park,1,Yes,40.765057,-73.95857,ChIJbQ05bcJYwokRd3y182keOmk
St. Mary's Park West,2,Yes,40.81099,-73.911736,ChIJ2WRPfsf1wokRIMcB__ZIV1A
St. Nicholas Park,1,Yes,40.817917,-73.94954,ChIJ0zHAy2_2wokROHSUG_3UnEw
St. Nicholas Park,1,Yes,40.817917,-73.94954,ChIJ0zHAy2_2wokROHSUG_3UnEw
St. Vartan Park,1,Yes,40.74497,-73.97363,ChIJ61QpcwVZwokRKRSfanl07Ro
Stanley Isaacs,1,Yes,40.781387,-73.945,ChIJvzdZrK9YwokRmb50mxB1xtU
Stars & Stripes Playground,2,Yes,40.885244,-73.839517,ChIJjUU5_NDGlzMRbf6wdCtl6To
Sternberg Park,3,Yes,40.706486,-73.94736999999998,ChIJG3vIsfxbwokRo3p8VMxvdyY
Stockton Playground,3,Yes,40.697243,-73.948654,ChIJHzryPO5bwokRKe0DigCMbn0
Stroud Playground,3,Yes,40.674812,-73.96191999999998,ChIJ5SJZUKBbwokR4n40uLZYgew
Sunset Park,3,Yes,40.64553,-74.01238000000002,ChIJfWVm5LNawokRMvYNqC6zPgg
Sunset Park (Recreation Center),3,Yes,40.64665,-74.00229,ChIJZ_TgIMlawokReqA6Y5yTda4
Taylor Playground,2,Yes,40.83913,-73.86598000000002,ChIJezW6epX0wokRNSLCSBCDGkU
Tecumseh Playground,1,Yes,40.781727,-73.97868000000003,ChIJq9Bh4IhYwokRSUs2Oq1vU_Y
Terrace Playground,5,Yes,40.613586,-74.09849,ChIJj1jOj19OwokRXVpW02Ba9IM
The Pearly Gates,2,Yes,40.83874,-73.84549,ChIJ0xMJerT0wokR7oAeKNhix3I
Thomas Jefferson Park,1,Yes,40.793365,-73.93525,ChIJMwj--v31wokR1R54vRBAyNs
Tiffany Playground,2,Yes,40.82477,-73.89437,ChIJybxjcVT0wokR184gVd3hmC8
Tiger Playground,3,Yes,40.688217,-73.91103000000003,ChIJg4GPNT5cwokRYypKonHZ1Ek
Todt Hill Playground,5,Yes,40.601433,-74.10344,ChIJN7S95ZdOwokRaVpMnuYk9xE
Tompkins Square Park,1,Yes,40.726376,-73.98177,ChIJDY-I6ndZwokRTyVjfDd4GXA
Tremont Park Playground,2,Yes,40.84281,-73.89171,ChIJa8gw_2D0wokRiw47NWNqELs
Underhill Playground,3,Yes,40.676716,-73.96576999999998,ChIJwfAMzqZbwokRj7xQGEaMA8A
Underwood Park,3,Yes,40.688625,-73.96629,ChIJuYa4WLlbwokRuvf6ohlrlPg
Union Square Park,1,Yes,40.73594,-73.99039499999998,ChIJuwazLZ9ZwokRoDhp6p5_XCo
Van Cortlandt Park (Indian Field),2,Yes,40.896496,-73.87829599999998,ChIJwfwrwQLzwokRViHMlXDBjcY
Vesuvio Playground,1,Yes,40.725254,-74.00265999999998,ChIJy4wBT4xZwokRlPlUcvHPRBE
Vidalia Park,2,No,40.844227,-73.88117,ChIJ-V7II4z0wokROHkh2ylfg6U
Virginia Playground,2,No,40.8342,-73.86221,ChIJ_fcpAMH0wokRl84qBCXrplY
Vleigh Place Playground,4,Yes,40.718155,-73.82040400000002,ChIJUZejcpNgwokRbdZHtWirGYA
Wakefield Playground,2,Yes,40.90181,-73.854675,ChIJgfCXY9rywokRQkKv-8EZO1k
Washington Hall Playground,3,Yes,40.695476,-73.966657,ChIJW-T2Wt7Gt4kRKl2I1CJFUsI
Washington Square Park,1,Yes,40.7312823,-73.997949,ChIJW-T2Wt7Gt4kRKl2I1CJFUsI
Watson Gleason Playground,2,Yes,40.828457,-73.86891999999997,ChIJhamvj-j0wokRfUVaT_4mkNU
Webster Playground,2,,40.859543,-73.8929,ChIJhw3ObH_0wokR6OaLR0qsneE
Gertrude Ederle Recreation Center & Pool,1,Yes,40.7711104,-73.988662,ChIJwehykPGUtocRMZyyQ-1g2yI
West 8nd Street CS,3,,40.576805,-73.97641999999998,ChIJKcyK7UlEwokRhO_wirCD14o
Whitestone Playground (PS 193),4,Yes,40.792046,-73.809555,ChIJPyY-ve2KwokRJBcRvkPYaro
William Sheridan Playground,3,Yes,40.715195,-73.96409,ChIJF2xbnmFZwokRaTdxnUu1lIw
Williamsbridge Oval,2,Yes,40.87791,-73.87755600000001,ChIJe5iiqHLzwokRW5FP5WoZjEE
Willis Playground,2,Yes,40.810955,-73.922844,ChIJJRufocT1wokRw7bHF2mftYI
Willowbrook Park,5,Yes,40.600563,-74.15811,ChIJjd5CmEJMwokR3q_qsj1h3Dk
Wingate Park,3,Yes,40.658596,-73.94425,ChIJ8RsP-2RbwokRJHjpdE5xO-w
Zimmerman Playground,2,No,40.866177,-73.86874,ChIJCXtWMWbzwokRM8yJf_yNzbU
